lol,info,name,linkofproduct,area
142,"Telecommunication & Networking, Construction, Food & Beverages, Education",Kanisshka Tyagi,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.60353af5e4b0b471e767ee73.html,"Kanisshka Tyagi is a lawyer, who graduated from Campus Law Center, Delhi University, and joined a Delhi based corporate and commercial law firm, where she got extensive exposure in real estate sector and other general corporate and commercial work. She subsequently worked with leading corporate and commercial law firms in New Delhi (NCR Region) and got the opportunity to expand her practice base to include insolvency; private equity and regularly advised on cross border investment transactions amongst other practice areas.• Kanisshka joined Kaden Boriss, a global law firm, as Partner in 2011. She has executed and advised both foreign and domestic companies on transactions related to private equity investments, insolvency and bankruptcy, real estate, acquisitions, corporate restructuring arrangements, commercial contracts and secretarial matters. Besides Kanisshka has been a regular contributor to law magazines and journals and regular speaker at conferences and seminars and has addressed a wide variety of audiences at various platforms on corporate-legal issues. • Kanisshka with a view to encourage and mentor the young startups in India co-founded along with lawyer and company secretary and her colleague at Legum Amicuss, The WorkPlace, co-working offices and facilitated and mentored several startups and their respective founders for a period of 2 years, at the end of which the stake in The WorkPlace was diluted in favour of finance head of a leading co-working office brand.• Kainsshka is currently heading Business Strategies Department of Legum Amicuss, a young dynamic law firm based at New Delhi. Her personal interest lies at structuring of new businesses/startups and structuring them with holistic approach."
143,"Aeronautics Aerospace & Defence, Finance Technology, Enterprise Software",David Shastry,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.603079e2e4b017a8daed2b90.html,"Intelligent, confident and forward thinking, David champions digital design and product strategy at scale. Specializing in crafting data driven, user centered and highly strategic product experiences David drives critical and turnkey value for the corporate, defense, finance and government sectors. His pragmatic and strategic approach to design and product is backed by an entrepreneurial & business oriented mindset and this makes him unique as a creative. 

With clients like NATO, Walgreens, American Medical Association, Kellogs, Coca Cola and other industry leaders, David has brought his expertise and careful strategic guidance to clients at the highest levels of the legal, finance, manufacturing, healthcare, insurance, government, defense and other critical sectors. His expertise and counsel has empowered corporations of varying scale gain and retain key competitive advantage in their respective industries."
144,"Art & Photography, Events, Fashion, Food & Beverages, Dating Matrimonial",Anupama Modi,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.602bae6ee4b0e02b2d424fc5.html,"With an illustrated record of working in the Education management industry for the past 10 Years., I am an Entrepreneurship professional, skilled in Event Management, Team Building, and Teamwork.
Trained entrepreneurship educator from Wadhwani Foundation (NEN) and PMYUVA., my expertise is in developing an Entrepreneurship and Innovation ecosystem in Academic Institutes. Have represented Institutes in various industry associations and social organizations.
Servicing Educational Institutions has given me a wide range of exposure to gain expertise to conceptualize, to design, to develop, and to execute new programs from scratch, apart from enriching the existing ones."
145,Education,DS Chauhan,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.602ac38be4b0e02b2d41eeca.html,Innovating Design Thinking 
146,"AR VR (Augmented + Virtual Reality), Education, Healthcare & Lifesciences",Dr Srivats Bharadwaj,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.60281243e4b07bc22e786812.html,"Accomplished and passionate entrepreneur and a  oral healthcare professional with over 24 years of experience in practicing and teaching dentistry.

An academician at heart with an unyielding enthusiasm to modernize the dental education system, teach, and mentor the next generation of dentists and healthcare professionals to achieve their absolute best and contribute to furthering healthcare. Passionate about elevating dentistry to its rightful place in the league of medicine by promoting interdisciplinary learning and collaboration, with the objective of providing people across all strata of society with access to affordable and superlative oral healthcare. "
147,"Finance Technology, Social Impact, Waste Management",Atul Bajaj,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.602644a7e4b07bc22e77b7bb.html,"I have played multiple roles like COO, CTO, CDO, Transformation and Digitalization Consultant, Leadership and Change Management coach, HR Leader, Product and Program Manager, Analyst, and Developer, while working for Fortune 100 companies globally. I have been mentoring students for entrepreneurship in my outreach engagements with universities and colleges for last 15 years."
148,Human Resources,Sanjaykumar Vermaa,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.6023c2c5e4b07bc22e76ba9e.html,16+ years of experience in Human Resource & Facility Management. Credit of two tech-startups and involved in certification of two organization as ‘Great Place to Work’. A Certified Coach through International Coaching Association and a Certified Leadership Trainer from John Whitmore Academy (US)
149,"Analytics, Advertising, Finance Technology, Enterprise Software",Prof Anand Jagadeesan,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.601d740ae4b07bbc25b83279.html,"Anand Jagadeesan, an academician in the field of management science and a management consultant by professional practice, has qualified as
mathematics and management graduate with chartered accountancy experience of over 25 years in diversified sectors such as Oil & Gas, Media,
Banking, Information Technology, Non Banking Financial Services, Higher Education and NPOs. Presently he is the Advisor to V-Excel Educational Trust, Director of Nivesh Foundation for the Welfare of the Differently Abled Persons (Section 8 company -NGO), Managing Partner of Chennai Consulting Group, and Cyprium Advisors LLP."
150,"Agriculture, Events, Education, Human Resources",Vandana Sharma,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.600e76d2e4b06d1acbcc4d1d.html,"PROFILE
Certified Entrepreneurship Educator from wADHWANI fOUNDATION
Certified Innovation Ambassador by AICTE MHRD Innovation Cell. iNVITED AS A Jury Member for 3M CII YICA Challenge 2020. Having 10 years of strong working experience as an entrepreneurship educator, startup mentor, and in the field of Developing Entrepreneurship Ecosystem, Mentoring, training and building Strong Corporate Relationship. Working towards student development and mentoring various innovative ideas."
151,"Analytics, Advertising, Fashion, Finance Technology, Healthcare & Lifesciences",Gaurav Dubey,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.6004e11fe4b0c081f749b712.html,"Summary: CFA and a Marketer.Global Citizen Leader.IRF'15 Rising Star.Hay Group NextBig100 Entrepreneur. Business Design. I have been the Head Of Marketing for Multiple Companies handling their Digital, Performance , Branding, Alliances and Affiliates business.

I can help in: Creating a Business Plan, Goal Setting & Business Model. Marketing:Digital Marketing, Performance Marketing and Structuring, Alliances, Affiliates, Branding, Public Relations & media. Creating a website/Tech. Helping you secure a funding (only for a few industries). Global Market Reach."
152,"Healthcare & Lifesciences, Marketing",Rajesh Bhan,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5ffed872e4b0c081f747a318.html,"Business leader having +27 years of  diverse experience in India and other Emerging Markets in SEA across Surgical Medical devices, Consumer Packaged Goods, Speciality Pharmaceuticals & Digital Therapeutics.

I have demonstrated ability in adapting to changing business needs, driving accelerated business growth and leading large and culturally diverse teams.

My key strengths are :-"
153,"Telecommunication & Networking, Internet of Things, Marketing",Govindaraj Avasarala,https://www.startupindia.gov.in/content/sih/en/profile.Mentor.5ff9c565e4b0c081f7460e03.html,"GovindaRaj is an inspiring business leader with proven expertise in strategic delivery, brand building, B2B Marketing, Digital and Product Management. Currently, he heads Marketing for Vi business, enterprise unit of Vodafone Idea Limited. As a member of core team, he recently spearheaded the launch of Vi, a unified brand of Vodafone and Idea. Beyond brand building, strategic marketing and Digital Marketing are core to his portfolio –C level engagement, Advisory boards, Account Based Marketing (ABM), content marketing and social marketing. He is most passionate about designing and championing customer centric marketing programs with sharp focus on revenues and lasting relationships. Govind has over 19 years of experience having worked with startups, consulting firm and global ICT companies such as Siemens, Deloitte, Microland and IMImobile. In his stint with Vodafone India, he built significant expertise in managing product P&L and building high performance teams. Govind has led large scale Digital transformation programs and has been an integral part of integration program between Vodafone and Idea.Govind holds bachelor degree in Electronics and communication from NIT Warangal, India and Post-Graduation from Indian Institute of Management, Ahmedabad. His personal passion areas include supporting grass-root innovation, reading, quizzing and yoga."
